"X1","X2","X3","lab3d","lab3da"
1.37664073784183,2.31551780748981,2.82591696992732,1,"a"
-0.759684092879673,0.99526767899772,1.04392324414023,1,"a"
0.111290201611784,0.129067327703212,0.117796879485741,1,"a"
-0.703149714743563,-0.442043528850593,-0.771675396204332,1,"a"
1.73315418170826,2.26486758720946,2.83093757718425,1,"a"
0.543762045865297,0.290321928026606,0.0372221348845576,1,"a"
3.02010090397672,5.07748308754189,3.63437960104044,1,"a"
1.26295307027204,1.29466314112967,1.86395996455355,1,"a"
0.143390422358958,-0.333787576873928,0.945645065469999,1,"a"
-0.434022047963507,0.203820375112016,-0.378551193585202,1,"a"
2.62230097826961,1.62435532350045,1.47645752085715,1,"a"
-1.30079058301856,-2.01409632633769,-1.72223441123948,1,"a"
-2.83061176062792,-2.29995218736074,-1.63796140361623,1,"a"
1.62839881999411,2.83980022842784,1.24718929442932,1,"a"
-0.468347632402677,-0.104849107893322,-0.556243419865414,1,"a"
-1.62331335694291,-1.71110063540873,-1.80259651815135,1,"a"
-0.888701614105858,-0.87163912648153,-1.69963808180763,1,"a"
-0.816266084704501,-1.14945232345458,-1.09004728377835,1,"a"
3.75073983687714,4.20950116051923,4.89556466941603,1,"a"
1.21662338498749,2.72140146489481,0.973472615152657,1,"a"
5.28399247696951,6.48085297421269,4.84674506960565,1,"a"
2.57154832249675,2.9902521145703,4.11898867450879,1,"a"
2.69015727834127,4.27536590675799,4.25116664739322,1,"a"
2.11138124478472,1.90293657661835,1.61051343969573,1,"a"
3.89614092186705,4.5379634367964,5.43730526989279,1,"a"
-0.148652727593563,-0.931191560169474,-0.50926835083572,1,"a"
1.94929187070497,1.58542699927024,1.67350854824433,1,"a"
0.339897516393526,-0.420508708629825,0.337498553388303,1,"a"
4.43570756345789,4.33917995781715,4.24582233622911,1,"a"
0.126863628955528,0.260399154711925,-0.373912070868838,1,"a"
3.69260187630615,3.88762258787943,4.80516883912607,1,"a"
3.41281793539007,2.4659708484172,3.00427509078148,1,"a"
1.93065977673779,3.2036736526787,3.26357549344165,1,"a"
5.20608663138078,4.12674208646829,3.56433605925245,1,"a"
0.899534101299634,0.540001297929003,0.335388775246069,1,"a"
1.59797939011789,0.925518575313208,1.59873587517791,1,"a"
2.32124289179081,2.06378708200318,1.97282131789159,1,"a"
0.766585155720439,0.475214486031399,1.7142210784819,1,"a"
1.66058936127905,2.17210553926561,0.859489322927065,1,"a"
2.84508420890062,3.16393027326213,2.72156387880772,1,"a"
2.86045926015287,2.48698511170481,4.28320223092649,1,"a"
4.87650351055516,5.55557534712835,4.4524788776087,1,"a"
-0.915203970738149,-1.47295310970554,-0.918170523724795,1,"a"
3.49365143957128,3.99163985145961,3.51037900458072,1,"a"
-0.689388000534504,0.474749269605239,-0.991798271476861,1,"a"
-0.61101640772564,-0.579561915297437,-1.61181011984086,1,"a"
2.5485555823205,1.57272152656739,1.75539678530228,1,"a"
4.62251470741829,4.14281395814867,3.67156747817344,1,"a"
4.65541334689964,4.58300289884011,5.38216399469983,1,"a"
3.19657803388847,3.34228264580413,3.24189889381227,1,"a"
2.99105398760982,3.29137999413783,4.26607314105803,1,"a"
1.99657121288718,2.62735230171637,3.41183158879952,1,"a"
-0.100598587040421,-0.618428966917172,-0.502310635741029,1,"a"
0.397873775036786,0.108700531812993,0.479768947733772,1,"a"
1.56562468282607,1.71195522902493,2.08517159963838,1,"a"
4.41634684006583,5.08268466913962,3.9778484814301,1,"a"
4.379625303912,5.51288798497061,5.66045483763323,1,"a"
0.116881822405003,-0.120859070133214,-1.0629509788812,1,"a"
2.39488526759872,0.972590912394058,0.791594560351262,1,"a"
6.86136777892081,5.0849617325934,4.91528661409056,1,"a"
-1.40716331178957,0.25773093052926,0.938140710426327,1,"a"
5.25633458575392,5.57158409874734,6.24920330503628,1,"a"
3.97395751805317,2.91279483106793,3.67991102023656,1,"a"
-1.37549544117048,-1.59031181820216,-3.05614633066617,1,"a"
3.1889875223647,3.99692510704815,5.05958821567991,1,"a"
2.45690140295845,2.53248969863023,1.52934349563904,1,"a"
0.808788461126724,-0.608476239080738,1.01280097812614,1,"a"
3.87287466085226,3.54952869448027,3.87538218068803,1,"a"
4.83405152569678,5.11788576261991,5.80220344785582,1,"a"
2.73118466100583,2.04832312904051,1.32282521546531,1,"a"
3.63173289115888,3.11419891870899,4.31189788348605,1,"a"
-0.464718154260683,0.288744558045715,0.818590606779036,1,"a"
0.942661321986904,0.655264307832841,0.845905408134866,1,"a"
4.37491295301836,4.54291583507833,4.39431449534485,1,"a"
6.81675730165085,6.12106510379589,5.56084368144841,1,"a"
4.23971742191946,6.50321899208099,5.0854278483647,1,"a"
0.823310786393696,1.37406092335075,1.05094863628015,1,"a"
0.838875635665179,0.422214486227097,1.08651332298391,1,"a"
-1.40939869347541,-2.29275082855211,-3.65607830438731,1,"a"
2.17257268249993,2.3524382816269,2.70962130252517,1,"a"
1.47172981832112,1.69578587198175,0.740037369348995,1,"a"
3.97128174685553,3.97616017526228,3.68065313189893,1,"a"
4.69149200763884,4.08888460420012,4.00027492693781,1,"a"
3.76646012096179,3.8732734315215,4.26741549962484,1,"a"
2.26700501129026,2.40045832680154,1.26230895279491,1,"a"
1.65943304623297,2.82787383823238,1.11969155283344,1,"a"
3.64595275475944,3.73888224029335,4.09988818456299,1,"a"
0.0119586988218952,0.332931257571938,-0.882572700375944,1,"a"
1.70151382998403,1.06579414646601,1.33643350911378,1,"a"
1.12552165764365,2.12018485501894,2.29831228350725,1,"a"
3.78956541297835,5.13645849600423,4.40631913597268,1,"a"
4.7232943841207,5.41948273107133,3.71152606115345,1,"a"
4.1300007859628,4.24255342063486,3.6146822994175,1,"a"
2.00039212656623,1.15867333796188,2.09596576432606,1,"a"
0.924517334571227,1.88246812632741,0.854656010402878,1,"a"
1.50275083295829,0.765358190339418,1.14531184311443,1,"a"
0.620726709102098,1.68406979576938,2.22609010427921,1,"a"
0.122313418983063,-1.11064392758583,-0.386042459950311,1,"a"
5.11993546503893,5.2171833130201,3.32940338073099,1,"a"
2.044994262511,2.50057013861327,2.47876988464218,1,"a"
0.0837073393780297,-0.15240204319126,0.337023743006199,1,"a"
2.98644228910457,2.36272628058027,1.93730200934819,1,"a"
2.28089251155824,3.62091761067856,2.31720457328243,1,"a"
4.90604442630251,5.35416568649239,4.70396738452315,1,"a"
0.870165841295314,1.11158692121642,0.825540981785702,1,"a"
5.15423510671829,4.28317264442723,5.35805418986139,1,"a"
0.680728831370627,0.626650901195137,1.12644851203536,1,"a"
0.1500566048336,-0.184284796764748,-0.865404800181605,1,"a"
2.37737912415099,1.90516055224585,3.04306673753068,1,"a"
0.967500591936322,2.28248201190293,1.15954093133145,1,"a"
2.79334110028862,3.17675629094821,2.28028530799276,1,"a"
1.74562251743287,1.33932535281581,0.676993090589511,1,"a"
2.85657707475208,4.0518354875976,2.89196197343317,1,"a"
0.992730467893938,1.4757744133789,1.71874139808006,1,"a"
4.59442764712188,4.71373106282827,4.05380325663947,1,"a"
0.977571219731111,-0.242331268751717,-1.24177130957787,1,"a"
-1.28715628684193,-1.31509315306607,-2.45362737140496,1,"a"
1.95100155124637,1.09956025414013,1.45229408281002,1,"a"
1.7667380997805,3.11679487462341,3.96662715368749,1,"a"
2.3114545850306,2.79561080497398,4.09927366923431,1,"a"
5.16151065732027,5.78083836647354,4.56760304321806,1,"a"
2.60276947569423,2.37674782506001,3.60637126078432,1,"a"
0.259560088485985,1.26715835707267,1.04350136895508,1,"a"
3.54589375109225,1.73714965201507,1.16714629488207,1,"a"
1.56254637191094,1.39034108520302,0.884707831346573,1,"a"
1.33998862394617,1.08206324308105,0.82703573576177,1,"a"
0.809654235257014,0.283136115568381,-0.667645631209472,1,"a"
-1.28583868656656,0.0240773289537055,1.31097826658184,1,"a"
5.27655244145018,5.51494023720204,5.3678638810411,1,"a"
1.30789005444816,0.15503325462009,1.23819709975278,1,"a"
0.675807164633468,-2.48222774660346,-0.828539151698059,1,"a"
4.88724859749419,4.52439644916256,4.68924559403852,1,"a"
3.20339147620999,3.25508434988237,2.9235574888166,1,"a"
-0.486037861293265,-0.682305228307483,0.11646584407876,1,"a"
0.916231958187417,0.613936368579978,1.44675743457034,1,"a"
2.54509124886589,3.37350573303835,1.73874381755168,1,"a"
-0.137409531329621,0.142667705590126,-0.700296218728644,1,"a"
-1.02137720486939,-1.28920018286832,-2.19959957066117,1,"a"
2.10556625739608,1.94730374520959,3.00165920496484,1,"a"
1.70487228405559,2.4395203088456,2.17712570158945,1,"a"
0.341238102558115,1.3601266129761,1.05640243213103,1,"a"
2.9537159274037,3.26486688548064,2.92076558455816,1,"a"
3.40669703834,2.4772367685485,1.61105572633483,1,"a"
0.297911280091547,-0.944716095137719,-1.38490041261805,1,"a"
-0.468379252611371,-0.427105735135338,-0.340350983761118,1,"a"
6.60657266589626,6.62481260768377,6.04958902055783,1,"a"
0.503535341013337,1.32381845328611,1.6172618053594,1,"a"
1.08996484219091,1.28525002515571,0.579088506564363,1,"a"
1.53623598376391,3.240947798737,2.51969990576282,1,"a"
3.53248451485732,3.99649744534989,5.09520536406561,1,"a"
5.07167920709359,5.73495916017912,5.70721945175255,1,"a"
1.47482871227564,2.21462325514011,1.32049395604352,1,"a"
-1.48701220990262,-1.31499064045655,-0.649049548984554,1,"a"
4.13088836926003,3.06061314832536,2.48656697733941,1,"a"
1.81380095897165,2.10953731061732,0.8489415379755,1,"a"
-2.52647155608768,-3.08741361558424,-2.66237383799838,1,"a"
1.64749092668123,2.0241327729138,3.10057829641384,1,"a"
3.10031619637313,2.71093412639962,2.17991447794045,1,"a"
1.97762163102148,2.34939112497942,1.68427206845065,1,"a"
3.56551292158649,3.58978873857781,2.15793585318581,1,"a"
0.417155252015275,1.65275202963746,-0.177548105189115,1,"a"
5.74784604183135,5.63007578047004,7.50366358936652,1,"a"
-2.34689911703615,-1.15226364046492,-0.194204524306324,1,"a"
4.04115084369739,3.51327852157723,2.07883426137592,1,"a"
2.84552571916622,0.317819538516179,0.725279101167485,1,"a"
4.40531540287625,5.84018453413346,4.75282250819622,1,"a"
5.57715163836081,6.20814084962945,5.73803815385119,1,"a"
0.660647782925242,1.88411030071509,1.36616323935534,1,"a"
3.13832780305311,1.85693964380878,1.04508029393545,1,"a"
3.06082219279936,2.97396662520046,2.73861094265261,1,"a"
-0.394524548310711,-0.256879673681096,0.26571134354403,1,"a"
2.47760594636575,1.59054414431342,1.26989440209355,1,"a"
-1.323068275457,0.699810931055835,0.657493640335718,1,"a"
5.21002534827894,5.3096571954031,4.29154374579564,1,"a"
3.38527530365096,2.56485387450565,2.13622381979666,1,"a"
0.58808566780385,0.905107479513667,1.26840292992261,1,"a"
2.31960785219662,2.46398429141416,2.46276041484784,1,"a"
4.33086019368625,3.70613255296355,4.91319242430955,1,"a"
1.34269750955288,0.311017238224736,0.890906890609708,1,"a"
2.73324042845077,2.14699312050748,2.62516136682059,1,"a"
3.25743159077642,3.80708719700021,2.57052684155438,1,"a"
0.440694762169826,0.0923309230904485,-0.261490261884121,1,"a"
-0.121053400761164,1.17200153373315,1.42880135566407,1,"a"
0.702886431019453,-0.580461329875123,-0.415823690781384,1,"a"
-0.223241410284135,0.0629337734678104,0.606130424774693,1,"a"
-0.415008101132746,-1.3064643421431,-2.60256443617005,1,"a"
3.38876992748157,3.1746592468421,2.34224943808823,1,"a"
0.175981823580045,0.665293786545913,0.923397472216941,1,"a"
3.60134192294164,4.02312293280469,2.60706859788367,1,"a"
2.83849143681353,3.49842917865203,2.08456333308142,1,"a"
0.314913654753263,-0.664573146660683,0.637583399711793,1,"a"
-0.528114305817464,-0.707570957261437,-0.615890093889114,1,"a"
0.341864974372326,-1.30692912681816,-0.208380365860696,1,"a"
0.000688833685902335,0.0333226732444747,0.942005470886355,1,"a"
2.93019361991901,2.64003906984254,3.04768044869161,1,"a"
